path	domain	latest_status_from_base	legacy_status_from_base	provenance_origin	license_state	reuse_policy
.github/workflows/mahayana-cloud-marketplace-e2e.yml	ci-cd-validation	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
.github/workflows/mahayana-staging-auth-repair.yml	identity-auth	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
.github/workflows/native-electron-release.yml	ci-cd-validation	A	A	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
.github/workflows/native-mobile.yml	ci-cd-validation	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
.github/workflows/tauri-host-fast-checks.yml	ci-cd-validation	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
.github/workflows/tauri-macos-app-store.yml	ci-cd-validation	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
.github/workflows/tauri-macos-package.yml	ci-cd-validation	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
.gitignore	repository-other	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
ai-backend/package-lock.json	ai-backend	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
ai-backend/package.json	ai-backend	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
ai-backend/src/server.js	ai-backend	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
ai-backend/test/collaboration_api.test.js	messaging-collaboration	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
ai-backend/test/egress_api.test.js	ai-backend	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
ai-backend/test/profile_feedback_api.test.js	ai-backend	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
apps/fabushi-tauri/src-tauri/src/e2e.rs	retired-client	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
apps/fabushi-tauri/src-tauri/src/lib.rs	retired-client	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
contracts/automation/grok-bot-electron-migration.json	grok-derived-runtime		A	historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
desktop/e2e/smoke.spec.ts	desktop-e2e	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/e2e/surfaces.spec.ts	desktop-e2e	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/edge-ipc.cjs	electron-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/host-process.cjs	electron-runtime	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/mahayana-edge.cjs	electron-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/main.cjs	electron-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/native-capability-handlers.cjs	electron-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/native-edge.cjs	electron-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/offline-asr-engine.json	electron-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/offline-asr.cjs	electron-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/offline-asr.test.cjs	electron-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/electron/preload.cjs	electron-runtime	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/package-lock.json	repository-other	A	A	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/package.json	repository-other	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/playwright.config.ts	repository-other	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/scripts/stage-host.mjs	repository-other	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/src/css-modules.d.ts	desktop-renderer	A	A	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/src/edge/contracts/native-capabilities.ts	desktop-renderer	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/src/edge/ipc.ts	desktop-renderer	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/src/main.tsx	desktop-renderer	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/src/styles.css	desktop-renderer	D	D	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/tsconfig.json	repository-other	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
desktop/vite.config.ts	repository-other	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
docs/grok-bot-migration.md	grok-derived-runtime	D	M	historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
fabushi/web/alipay-login-functions.js	identity-auth	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
fabushi/web/src/handlers/auth-provider-bridge.js	identity-auth	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
fabushi/web/src/handlers/verification.js	platform-web-worker	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
fabushi/web/src/routes/auth-routes.js	identity-auth	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
fabushi/web/src/utils/system-mail.js	platform-web-worker	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
fabushi/web/tests/auth-provider-bridge.test.js	identity-auth	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
fabushi/web/tests/system-mail.test.js	platform-web-worker	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
fabushi/web/wrangler.toml	platform-web-worker	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/host/vite.config.ts	repository-other	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/app/host/agent-workflow-panel.tsx	host-ui	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/app/host/bot-mark.tsx	host-ui	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/app/host/extension-studio.tsx	host-ui	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/app/host/grok-bot-mark-engine.tsx	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/app/host/group-chat-panel.tsx	host-ui	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/app/host/host-client.tsx	host-ui	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/app/host/host.module.css	host-ui	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/agent-notifications.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/agent-utils.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/capability-provider.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/collaboration.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/error-trays.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/group-mentions.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/interactions.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/memory-store.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/native-desktop.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/fabushi-runtime/widget-interactions.ts	fabushi-runtime-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/grok-agent/agent-mode-guidance.d.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-agent/agent-mode-guidance.js	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-agent/automation-schedule.d.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-agent/automation-schedule.js	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-agent/formatting.d.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-agent/formatting.js	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-agent/token-estimate.d.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-agent/token-estimate.js	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-bot/agent-messaging.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-bot/group-chat.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-bot/memory.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-bot/os-notification.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-bot/sand-text.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/grok-bot/trays.ts	grok-derived-runtime	D		historical-grok-derived-path	PROVENANCE_REVIEW	prefer behavior-level clean reimplementation in Fabushi-owned modules
frontend/apps/web/src/lib/mahayana-host/contracts.ts	mahayana-host-web	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/mahayana-host/coordinator.ts	mahayana-host-web	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/mahayana-host/electron-transport.ts	mahayana-host-web	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/mahayana-host/mock-transport.ts	mahayana-host-web	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/mahayana-host/tauri-transport.ts	mahayana-host-web	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
frontend/apps/web/src/lib/mahayana-host/transport.ts	mahayana-host-web	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/android/app/build.gradle	native-android	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/android/app/src/androidTest/java/com/ombhrum/fabushi/MahayanaFeatureHostTest.kt	native-android	A	A	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/android/app/src/main/java/com/ombhrum/fabushi/core/MahayanaHost.kt	native-android	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/android/app/src/main/res/layout/activity_main.xml	native-android	D	D	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/android/settings.gradle	native-android	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/ios/Fabushi/ContentView.swift	native-ios	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/ios/Fabushi/FabushiApp.swift	native-ios	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/ios/Fabushi/MahayanaHost.swift	native-ios	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/ios/Fabushi/MarketplaceModel.swift	native-ios	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/ios/FabushiUITests/FabushiUITests.swift	native-ios	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
mobile/native/include/mahayana_app_host.h	native-mobile-ffi	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/codex-rs/Cargo.toml	third-party-codex	M	M	declared-third-party-tree	THIRD_PARTY_DECLARED	retain only under repository third-party license/notice policy
third_party/mahayana/codex-rs/feedback/Cargo.toml	third-party-codex	M	M	declared-third-party-tree	THIRD_PARTY_DECLARED	retain only under repository third-party license/notice policy
third_party/mahayana/codex-rs/feedback/src/lib.rs	third-party-codex	M	M	declared-third-party-tree	THIRD_PARTY_DECLARED	retain only under repository third-party license/notice policy
third_party/mahayana/mahayana-rs/Cargo.lock	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/Cargo.toml	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-agent-codex/Cargo.toml	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-agent-codex/src/implementation.rs	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-agent/src/lib.rs	mahayana-sovereign-runtime	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-app-host-desktop/Cargo.toml	mahayana-sovereign-runtime	A	A	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-app-host-desktop/src/main.rs	mahayana-sovereign-runtime	A	A	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-app-host-mobile/Cargo.toml	mahayana-sovereign-runtime	A	A	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-app-host-mobile/src/lib.rs	mahayana-sovereign-runtime	A	A	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-app-host/Cargo.toml	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-app-host/src/lib.rs	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-cli/src/main.rs	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-cli/src/plugin_dev.rs	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-computer/src/lib.rs	computer-control	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-core/src/lib.rs	mahayana-sovereign-runtime	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-feature-host/src/implementation.rs	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-host-protocol/src/lib.rs	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-host/src/lib.rs	mahayana-sovereign-runtime	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-js-runtime/src/lib.rs	mahayana-sovereign-runtime	M	M	fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-platform-worker/account-migrations/0003_oauth_attempt_failed_status.sql	mahayana-sovereign-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-platform-worker/account-migrations/0004_email_registration_challenges.sql	mahayana-sovereign-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-platform-worker/src/identity_auth.rs	mahayana-sovereign-runtime	A		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-platform-worker/src/lib.rs	mahayana-sovereign-runtime	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
third_party/mahayana/mahayana-rs/mahayana-platform-worker/src/schema_tests.rs	mahayana-sovereign-runtime	M		fabushi-repository-history	FIRST_PARTY_HISTORY_REVIEWED	retain current main or migrate behavior atomically; no wholesale branch overwrite
